id,text,emotion,compound,intensity
703,"""గడిచిన విషయాలపై పశ్చాత్తాపం లేదా పగలు/కోపం లేదు, భవిష్యత్తు గురించి ఎక్కువగా చింతించకండి, అదే నిజమైన ప్రశాంతత.""",anxiety,0.04,5
712,"ఎవరైనా లేదా ఏదైనా ఇంట్లోకి ప్రవేశించబోతున్నారనే భావనను ఎలా కదిలించాలి?నేను ఒంటరిగా జీవిస్తున్నాను.ప్రస్తుతం అది తుఫానుగా ఉంది.ప్రతి రాత్రి నేను మెలకువగా ఉన్నాను, ఎవరైనా లేదా ఏదైనా లోపలికి ప్రవేశించారా అని ఆలోచిస్తున్నాను. నా కళ్ళు అలసిపోయాయి.తలుపులు లాక్ చేయబడి ఉన్నాయని నాకు తెలుసు, కానీ మీరు ఈ ఆందోళన నుండి ఎలా బయటపడతారు?నేను 4 నెలలు ఒంటరిగా ఉన్నాను.",anxiety,-0.82,9
211,ఈ ప్రపంచంలో నాకు స్థానం లేదని అనిపిస్తోంది.,depression,-0.65,8
157,గ్లాస్‌లో నీటిని నింపాను.,normal,0.38,4
719,"ఈ సీజన్‌లో ఫ్లూ సోకిన వ్యక్తులు మరియు ఇప్పుడు బాగానే ఉన్నారు కాబట్టి నేను సాధారణంగా ఫ్లూ విషయంలో చాలా స్థాయిలో ఉన్నాను.నేను గతంలో దీన్ని కలిగి ఉన్నాను మరియు నేను సాధారణంగా భయపడను.మరియు నేను ఈ సీజన్‌లో లేను, నా బెస్ట్ ఫ్రెండ్ అతను ఎంత ఆశ్చర్యానికి గురిచేసే వరకు నేను ఫ్లూ గురించి భయపడలేదు, ఇది నన్ను అన్నింటినీ గూగ్లింగ్ చేయడానికి మరియు వార్తా కథనాలను చూడాలని నేను కోరుకుంటున్నాను.ఏమైనప్పటికీ, నాకు ఫ్లూ ఉందని నేను ఖచ్చితంగా అనుకుంటున్నాను ఎందుకంటే నా లక్షణాలు నిన్న ప్రారంభమయ్యాయి (సాధారణ గొంతు నొప్పి మొదలైనవి) మరియు 36 గంటల తర్వాత నా ఉష్ణోగ్రత పెరగడం ప్రారంభమైంది.

మీరు సులభంగా ట్రిగ్గర్ చేయబడితే ఈ కథనాన్ని చదవవద్దు
నేను ఫ్లూతో చనిపోతున్నానని మరియు నా రోగనిరోధక వ్యవస్థ నా అవయవాలపై దాడి చేస్తుందని మరియు వార్తా కథనాల నుండి ఈ వ్యక్తులందరిలాగే నేను అకస్మాత్తుగా రెండు రోజుల్లో చనిపోతాను అని నేను ఆలోచించగలను.

మళ్లీ చదవడానికి సురక్షితం

కాబట్టి ఈ సీజన్‌లో ఫ్లూ బారిన పడి కోలుకున్న రెడ్డిట్ ప్రజలు, దయచేసి మీరు బాగున్నారని మరియు మీరు బయటపడ్డారని నాకు చెప్పగలరా?నాకు కొంచెం ఆశ కావాలి",anxiety,0.95,1
486,విశ్రాంతి తీసుకోవాలని అనిపిస్తుంది కానీ తీసుకోలేకపోతున్నాను.,stress,-0.34,7
259,ఎవరితోనూ మాట్లాడాలని అనిపించడం లేదు.,depression,-0.6,8
561,పెట్టుకున్న పనులు చేయలేకపోతున్నాను అని బాధ.,stress,-0.42,7
750,"ఈ మధ్య విచిత్రమైన శ్వాసకోశ సమస్యలు.హలో, ఇటీవల నేను చాలా ఆందోళన సమస్యలను ఎదుర్కొన్నాను ఎందుకంటే ఛాతీలో అసౌకర్యం మొదలైంది, ఇది ఇప్పుడు పని చేసిన తర్వాత మరియు నిశ్చలంగా ఉన్నప్పుడు శ్వాస తీసుకోవడంలో ఇబ్బందిగా మారింది.

నేను చేసిన మరియు సాధారణ స్థితికి వచ్చిన పరీక్షలు: అడ్రినలిన్ హార్ట్ టెస్ట్, ఎకోకార్డియాగ్రామ్, బ్లడ్ టెస్ట్ (D-డైమర్‌తో సహా), ఛాతీ ఎక్స్-రే మరియు త్వరలో నేను 24 గంటల EKGని పొందుతున్నాను.నేను ట్యూబ్‌లోకి ఊదడం ద్వారా నా ఊపిరితిత్తుల సామర్థ్యాన్ని కూడా పరీక్షించాను.కానీ ఏమీ అసాధారణంగా తిరిగి రాలేదు.

నేను ఏవైనా ఇతర పరీక్షలు చేయించుకోవాలో లేదో నాకు తెలియదు, కానీ నాకు కోవిడ్-19 వచ్చిందని నేను అనుమానిస్తున్నాను మరియు కొంతమంది ఈ సమస్యలను కూడా అనుభవిస్తున్నారని గమనించాలి.

&amp;#x200B;

ఏదైనా సలహా?",anxiety,-0.85,9
390,నా మనసు పదే పదే అలసిపోయింది.,depression,-0.9,10
455,ఎవరి మాటకైనా రియాక్ట్ అవుతున్నాను.,stress,-0.48,8
427,ఏదో చెయ్యాలి అన్న ఒత్తిడి ఉంది.,stress,-0.51,8
119,కొన్నిసార్లు ఇలా ప్రశాంతంగా ఉంటుంది.,normal,0.58,3
707,"నా శరీరం మొత్తం మొద్దుబారినప్పుడు ప్రశాంతంగా ఉండడం ఎలా?హే అబ్బాయిలు,

కాబట్టి కొన్నిసార్లు సంభవించే నా ఆందోళన లక్షణాలలో ఒకటి, నా శరీరంలోని పెద్ద భాగాలు పూర్తిగా మొద్దుబారిపోతాయి, ఎక్కువగా నా చేతులు, కాళ్ళు, ఛాతీ, మెడ మరియు ముఖం.

ప్రస్తుతం ఇది మళ్లీ జరుగుతోంది మరియు ఇది చాలావరకు నా ఆందోళన అని నాకు తెలిసినప్పటికీ, నా మెదడు తిమ్మిరి = నరాల సమస్య అని తెలుసు, మరియు నేను నా తల నుండి బయటపడలేను :/

ఒకరోజు నిజంగా నా నరాల్లో ఏదో ఉందని నేను చాలా ఆందోళన చెందుతున్నాను, కానీ అది కేవలం ఆందోళనగా భావించి నేను దానిని విస్మరిస్తాను, ఆపై నేను డాక్టర్‌ని చూడటానికి వెళ్ళనందున నేను శాశ్వతంగా తిమ్మిరిగా ఉంటాను....

మరియు ఒక రోజు నాకు స్ట్రోక్ వచ్చి, ""ఓహ్ ఆందోళన"" కారణంగా దానిని విస్మరించడానికి ప్రయత్నిస్తే ఏమి చేయాలి

నా మెదడు నన్ను మోసగించడానికి మరియు అసలు ఎమర్జెన్సీకి మధ్య తేడాను నేను ఎలా తెలుసుకోవాలి?

నేను శాంతించడానికి ప్రయత్నిస్తున్నాను, కానీ నా మొద్దుబారిన భాగాలు ఇంకా తిమ్మిరిగా ఉన్నాయో లేదో అనుభూతి చెందడానికి నేను వాటిని తాకుతూ ఉంటాను :(",anxiety,-0.98,10
738,"సుట్టన్స్ లా యొక్క ఈ పదజాలం నాకు కష్ట సమయాల్లో సహాయపడుతుంది ""ఒక సాధారణ వ్యాధి యొక్క అసాధారణ ప్రదర్శన ఒక అసాధారణ వ్యాధి యొక్క సాధారణ ప్రదర్శన కంటే చాలా సాధారణం.""",anxiety,0.27,4
21,నిన్న సినిమా చూసాను.,normal,0.43,4
670,"ఇక్కడ కొత్తది మరియు మద్దతు అవసరం హలో,
నేను ఆరోగ్య ఆందోళనతో బాధపడుతున్నాను మరియు ఇటీవల ఈ రుగ్మత గురించి చాలా నేర్చుకున్నాను.నేను ఎల్లప్పుడూ ఆందోళన మరియు నిరాశతో పోరాడాను కానీ నేను నా కొడుకుతో గర్భవతిగా ఉన్నప్పుడు (ఇప్పుడు 4 సంవత్సరాలు) మరియు అతని పుట్టినప్పటి నుండి ఇది పూర్తిగా కొత్త స్థాయిని తాకింది.అతని గర్భం మొత్తం, అతనితో ఏదో తప్పు జరిగిందని నేను నమ్ముతున్నాను.ఎటువంటి సమస్యలు లేకుండా పాఠ్యపుస్తకం గర్భం ధరించినప్పటికీ నేను ఎప్పుడూ విశ్రాంతి తీసుకోలేదు లేదా విశ్వసించలేదు.
అతను పుట్టినప్పటి నుండి, నేను నిమగ్నమై ఉన్నాను- మరియు నా ఉద్దేశ్యం రొమ్ము క్యాన్సర్‌తో బాధపడుతోంది.నేను నా జీవితమంతా క్యాన్సర్‌ని పూర్తిగా భయపెట్టాను, కానీ గత కొన్ని సంవత్సరాల్లో అది నరకం యొక్క కొత్త స్థాయికి చేరుకుంది.నేను చెప్పవలసింది-- మరియు ఇది నేను ఇక్కడ వెంటింగ్-- రొమ్ము క్యాన్సర్ గురించి ఇంటర్నెట్‌లో విపరీతమైన సమాచారం గురించి నేను చాలా కోపంగా ఉన్నాను ఎందుకంటే నేను నా వక్షోజాలతో ఏదైనా చేయడానికి గూగుల్ చేసిన ప్రతిసారీ అది క్యాన్సర్‌గా వస్తుంది.మరియు దీని కారణంగా నేను ఇప్పుడు 4 సార్లు నా లేడీ డాక్టర్ ఆఫీస్‌కి వచ్చాను, ఆమెకు నా రొమ్ములు మరియు కొత్త డింపుల్ లేదా సిర లేదా నేను ఇటీవల కనుగొన్న వాటిని చూపించాను.

ఆరోగ్య ఆందోళనపై నా పరిశోధనలో, ఇది మిగతా వాటి కంటే OCD స్పెక్ట్రమ్‌పై ఎక్కువగా పడుతుందని నేను తెలుసుకున్నాను, ఇది నాకు చాలా అర్ధమే.రొమ్ము క్యాన్సర్ పట్ల నా భయం ఒక అబ్సెషన్‌గా మారింది, కొన్ని సమయాల్లో నా జీవితాన్ని ఆక్రమించింది మరియు ఏదైనా ఆనందించకుండా నిరోధిస్తుంది.మరియు నేను దానితో ""వ్యవహరించే"" విధానం కంపల్సివ్-- నా చేతులతో అద్దంలో పదే పదే పదే పదే నన్ను తనిఖీ చేసుకోవడం ద్వారా.

ఎవరైనా అడిగే ముందు, లేదు, నాకు మమోగ్రామ్ లేదు.నేను 4 నెలల క్రితం నా కొడుకుకు పాలివ్వడం మానేశాను మరియు కనీసం 6 నెలల వరకు వేచి ఉండమని సలహా ఇచ్చాను.నేను నా రొమ్ములను పరిశీలించాను మరియు పరీక్షించాను మరియు ప్రతిసారీ, విషయాలు పూర్తిగా సాధారణమైనవిగా మరియు అనుభూతి చెందుతాయని డాక్టర్ చెప్పారు.గత 2 సంవత్సరాలలో నా కొడుకుకు తల్లిపాలు ఇవ్వడం ద్వారా, నేను BCకి సంబంధించిన నా జీవితకాల ప్రమాదాన్ని 30-40% తగ్గించుకున్నాను అని కూడా వారు నాకు గుర్తు చేశారు.
ఇది అహేతుకమని మరియు నా ప్రవర్తన OCDని అనుకరిస్తున్నదని నాకు (ఎక్కువగా) తెలుసు.నేను ఈ అంశంపై పుస్తకాలు చదువుతున్నాను మరియు గాయం మరియు ఆందోళన కోసం EMDRని ఉపయోగించే నిపుణుడితో అపాయింట్‌మెంట్ షెడ్యూల్ చేసాను.కాబట్టి, ఆ విషయాలు సహాయపడతాయని ఆశిస్తున్నాము.నేను 4 రకాల మందులను ప్రయత్నించాను మరియు ఏదీ పని చేయలేదు ఎందుకంటే, స్పష్టంగా, SSRIలు పని చేయని వ్యక్తులలో నేను ఒకడిని.నా అదృష్టం!

ఏమైనా, నేను తిరుగుతున్నాను.నేను మద్దతు మరియు కథల కోసం వెతుకుతున్నాను.మీరు సంబంధం కలిగి ఉన్నారా?మీకు సహాయం దొరికిందా?నేను భయపడుతున్నాను మరియు విచారంగా మరియు నిరాశగా ఉన్నాను.",anxiety,-1.0,10
111,పనులు క్రమంగా పూర్తి చేశాను.,normal,0.07,5
678,"స్వీయ ఎదుగుదలకు సవాళ్లు మరియు అసౌకర్యం అవసరం.కానీ నేను నా ఉద్యోగంలో ఆందోళనతో మునిగిపోయాను.నేను ఏమి చేయగలను?నేను నా కొత్త ఉద్యోగంలో చేరి ఒక సంవత్సరం అయ్యాను, అది నన్ను చాలా తరచుగా కంఫర్ట్ జోన్ నుండి బయటకు తీసుకువెళుతుంది (వ్యాపార సమావేశాలు, ప్రెజెంటేషన్‌లు, పెద్ద కార్పొరేట్ ఈవెంట్‌లు).నాకు చాలా మంది సపోర్టివ్ సహోద్యోగులు మరియు మేనేజర్‌లు ఉన్నారు కాబట్టి నేను ఒంటరిగా లేనని నాకు తెలుసు.కానీ నేను తరచుగా నా ఉద్యోగం గురించి చాలా ఒత్తిడికి గురవుతున్నాను మరియు ఎవరైనా నన్ను ఎలా చేస్తున్నాను అని అడిగినప్పుడల్లా నేను భావోద్వేగానికి గురికాకుండా ఆపుకోవాలి.

నేను నా ఉద్యోగంలో రోజు రోజుకు చేరుకోవడం చాలా కష్టంగా ఉంది, కాబట్టి ప్రెజెంటేషన్‌లు లేదా నెట్‌వర్కింగ్ ఈవెంట్ వంటి ఏదైనా అదనపు కేటాయించబడినప్పుడు, నేను తక్షణమే అధ్వాన్నంగా భావిస్తున్నాను.

నేను ఎప్పుడూ ఆందోళనతో ఉన్నట్లు నిర్ధారణ కాలేదు కాబట్టి మందులు లేవు.ఇది కేవలం ప్లేసిబో అయినా కూడా నన్ను పొందేందుకు అప్పుడప్పుడు ఎల్-థియానైన్ మరియు ఒల్లీ గమ్మీలను ఒత్తిడి చేస్తాయి.

ఈ పోస్ట్‌ని టైప్ చేయడం నాకు పిచ్చిగా అనిపిస్తుంది, ఎందుకంటే నేను దరఖాస్తు చేసుకున్న కార్పొరేట్ ప్రపంచంలో పెద్దలకు నాటకీయంగా అనిపించింది.కానీ అధిక ఆందోళనతో ఉన్న ఎవరి నుండి అయినా కొన్ని చిట్కాలు కావాలిâ¦",anxiety,-0.41,7
740,"Xanax ఒక గ్లాసు వైన్ (~3oz) తాగిన తర్వాత, ఇది ఓకే అని నాకు చాలా ఖచ్చితంగా తెలుసు, కానీ నేను చేరుకుని నిర్ధారించుకోవాలనుకున్నాను.నాకు xanax సూచించబడింది మరియు నేను తాగితే 3-6 గంటల తర్వాత తాగమని నా డాక్టర్ నాకు చెప్పారు.నా దగ్గర రెడ్ వైన్ ఉంది (సుమారు 3oz) ఇది మూడు గంటలలోపు ఉంది, కానీ నేను చాలా ఆత్రుతగా ఉన్నాను మరియు దానిని నిర్వహించలేను హాహా- నేను .25mg తీసుకున్నాను (నా సాధారణ మోతాదులో సగం) నేను సరేనా?",anxiety,0.45,3
609,"SSRI వికారంతో సహాయం కావాలా ఎవరైనా ఒక SSRIతో వికారం కలిగి ఉన్నారా అని నేను ఆలోచిస్తున్నాను, కానీ మరొకరితో కాదు?

నేను Zoloft తీసుకుంటున్నాను మరియు వికారం చాలా చెడ్డది, 50 mg టాబ్లెట్‌లో సగం కూడా.SSRIలను మార్చడం ప్రయోజనకరంగా ఉంటుందా లేదా ఈ దుష్ప్రభావం అలాగే ఉంటుందా అని నాకు తెలియదా?

ఆసక్తికరమైన విషయమేమిటంటే, నేను 15 సంవత్సరాల క్రితం ఎటువంటి సమస్యలు లేకుండా Zoloft తీసుకున్నాను మరియు ఇప్పుడు నేను విషాన్ని తీసుకుంటున్నట్లు అనిపిస్తుంది.ఇది నాకు అస్సలు అర్థం కాలేదు.

ధన్యవాదాలు!",anxiety,0.82,2
50,రాత్రి భోజనం తేలికగా చేసాను.,normal,0.53,3
639,"MRI ఆందోళన, డయాజెపామ్ మీకు ఏమి చేస్తుంది?మీరు ఒక విషయానికి డయాజెపామ్ తీసుకున్నట్లయితే, దీర్ఘకాలికంగా కాకుండా, దయచేసి ఏమి జరుగుతుందో వివరించగలరా?నాకు తెలియకపోవడం ఇష్టం లేదు, అది నన్ను మరింత ఆందోళనకు గురిచేస్తోంది.నేను విపరీతంగా లేదా నిద్రపోతున్నట్లు లేదా డోపీగా అనిపిస్తుందా?

నా తలపై MRI చేయించుకోవాలి.నేను మొదటిసారి వెళ్ళినప్పుడు నేను తీవ్ర భయాందోళనకు గురయ్యాను, కానీ 5 నిమిషాల తర్వాత దాన్ని ఎదుర్కొన్నాను మరియు వారు నా తలపై హెడ్‌ఫోన్‌లను కాయిల్ కింద ఉంచలేదు (ఇది తల పంజరం లాంటిది), ఇది నాకు చిక్కుకున్నట్లు అనిపించలేదు.నేను గత నెలలో రెండవ MRI చేయవలసి వచ్చింది మరియు నేను యంత్రాన్ని చూసిన వెంటనే ఏడ్వడం ప్రారంభించాను, కాయిల్ మరియు హెడ్‌ఫోన్‌లు ఆన్‌లో ఉంచుకున్నప్పుడు నాకు మరో భయాందోళన వచ్చింది.మొదటి సారి నేను నా స్వంతంగా ఉన్నాను మరియు హెడ్‌ఫోన్‌లు సమస్య అని సరిగ్గా గుర్తుకు రాలేదు.నేను రెండవ MRI చేయలేకపోయాను.

నేను ఈ గురువారం మళ్లీ ప్రయత్నించబోతున్నాను మరియు నా GP నాకు డయాజెపామ్‌ని సూచించాడు.ఇది నాకు ఏమి చేస్తుందో వివరంగా అతను నాకు చెప్పలేదు, అది నాకు ఆందోళనను తగ్గించేలా చేస్తుందని చెప్పాడు.

సవరించు: నాకు MRI ఉంది!నా గురించి నేను నిజంగా గర్వపడుతున్నాను.ఎవరికైనా ఇలాంటి ప్రశ్న ఉంటే మరియు ఇక్కడ ముగించినట్లయితే నేను అనుభవాన్ని పంచుకోవాలని అనుకున్నాను.

స్కాన్ చేయడానికి ఒక గంట ముందు ఒక 5mg టాబ్లెట్ తీసుకున్నారు.నేను దాదాపు 5 నిమిషాలు ఉన్నాను, నేను చాలా త్వరగా లేచినట్లు లేదా చాలా ఆలస్యంగా నిద్రపోయినట్లు అలసిపోయినట్లు అనిపించడం ప్రారంభించాను.45 నిమిషాల తర్వాత నేను బాగా అలసిపోయాను మరియు నేను మద్యం సేవించినట్లు, అనారోగ్య భావన లేకుండానే తాగినట్లుగా కొంచెం జోన్ అయ్యాను.నేను అపాయింట్‌మెంట్‌కి చేరుకున్నాను మరియు ప్రశ్నలకు సమాధానం ఇవ్వడంలో కొంచెం నెమ్మదిగా ఉన్నాను, మానసికంగా వెనుకబడి ఉన్నాను.అప్పుడు మెషీన్‌లో నేను భయాందోళన చెందలేదు, నేను భయాందోళనలకు లోనయ్యాను, కానీ అది కేవలం ఒక ఆలోచన వలె చాలా సులభంగా దెబ్బతింది.mri బాగా వెళ్లి, ఇంటికి చేరుకుని, నిద్రపోయి 3 గంటలపాటు అలసిపోయి, కొంచెం జబ్బుతో మేల్కొన్నాడు, ఆ తర్వాత రోజంతా మెల్లగా మెలకువ వచ్చింది.ఇది నిజంగా నా నరాలకు సహాయపడిన అన్ని వ్యాఖ్యలకు ధన్యవాదాలు.",anxiety,-0.94,10
548,ఏ విషయంలోనూ శాంతి లేదు.,stress,-0.22,6
262,గతం మీద పశ్చాత్తాపం పెరుగుతోంది.,depression,-0.75,9
656,"నా తప్పు ఏమిటో నాకు తెలియదు.నేను ఇంకా స్కూల్‌లో ఉన్నాను, 15 నాకు స్నేహితులు ఉన్నారని భావిస్తున్నాను కానీ ఎవరూ నన్ను ఇష్టపడరు.ప్రతిరోజు నేను ఇంటికొచ్చేసరికి ఒంటి మీద ఎక్కువ ఫీలింగ్ కలుగుతుంది మరియు ఎవరితోనైనా మాట్లాడటానికి ఇబ్బంది పడుతున్నాను.నేను ఎవరితోనూ కనెక్ట్ కాలేదని మరియు ప్రతి ఒక్కరూ ఒకరితో ఒకరు కలిసిపోతారని నేను భావిస్తున్నాను, అప్పుడు నేను నిశ్శబ్దంగా ఉన్నందున అందరూ నన్ను విచిత్రంగా భావిస్తారు.నేను ఇలా ఉండటాన్ని ద్వేషిస్తున్నాను, ఇదేనా ఆందోళన లేదా నేను అతిగా స్పందిస్తున్నానా.నేను మరిన్ని వివరాలను అందించదలచుకోలేదు, కానీ ప్రజలు మొదటి అడుగు వేయకపోతే వారితో మాట్లాడటానికి నేను చాలా కష్టపడుతున్నాను.ఉపాధ్యాయులు కూడా నాతో మాట్లాడకూడదనుకుంటున్నాను.నేనేం తప్పు చేస్తున్నానో నాకు తెలియదు, నిశ్శబ్దంగా ఉండటంతో పాటు నేను అగ్లీగా లేదా విచిత్రంగా ఉన్నాను అని చెప్పను.నేను ఏమి చేస్తాను మరియు మరొక వ్యక్తికి చిన్న విషయం కూడా చెప్పేటప్పుడు నేను ఆందోళన చెందడం ఎలా ఆపాలి.నేను ప్రతిరోజూ పెద్దవాడయ్యాను, ఆపై వేరే ఏమీ చేయకుండా ఇంటికి వస్తాను.నాకు శస్త్రచికిత్స జరిగినప్పటి నుండి సుదీర్ఘ విరామం తర్వాత నేను పాఠశాలకు తిరిగి వచ్చాను మరియు అప్పటి నుండి పాఠశాల నుండి ఇంటికి వస్తున్నప్పుడు నేను మరింత కృంగిపోయాను.",anxiety,-0.98,10
385,నా లోపల ఏదో కరిగిపోయింది.,depression,-0.88,9
39,అద్దంలో చూసుకుని జుట్టు సరిచేసాను.,normal,0.68,2
667,"నా భర్త ఎప్పటికీ ఆఫ్‌షోర్‌కు వెళ్లలేడని ఆందోళన చెందడం, ఊపిరితిత్తుల ఊపిరితిత్తులకు లోనవడం ఇదే మొదటిసారి.మీరు కేవలం 2 రోజులు గడపాలనుకున్నా, ఒత్తిడి శతాబ్దాలుగా అనిపిస్తుంది.",anxiety,-0.51,8
729,"ఊర్మికి జ్వరం వచ్చింది, అప్పటికే దిగులుగా, అశాంతిగా ఉన్నాను.. ఇంకేం, ఈ చిన్నారికి జ్వరం, హ హ హ",anxiety,0.48,3
376,జీవితంలో ఏదీ సజావుగా లేదు.,depression,-0.7,9
127,గాజు కప్పు శుభ్రం చేశాను.,normal,0.12,5
174,ఉదయం గంట మోగింది.,normal,0.14,5
517,సమస్యలు ఒక్కొక్కటిగా పరిష్కరించలేకపోతున్నాను.,stress,-0.27,7
604,"క్షణంలో పోరాడుతున్న నాకు ఈ మార్పుకు కారణమేమిటో తెలియదు.నేను 95% సమయం ఆత్రుతగా ఉన్నాను.ఏదైనా మరియు ప్రతిదీ నన్ను ప్రేరేపించడం ఒక సాధారణ పదం కూడా నన్ను ఆపివేస్తుంది.నేను ప్రతిదానికీ భయపడుతున్నాను మరియు నేను చాలా తక్కువగా ఉన్నాను.నేను ఆత్రుతగా ఉన్నాను, ఈ ఉదయం భయంకరంగా ఉంది.నేను చాలా వణుకుతున్నట్లు భావిస్తున్నాను.ఈ సమయంలో నేను ఎక్కడికీ తిరగలేనని భావిస్తున్నాను.నేను నా ఆందోళన మరియు మూర్ఖత్వంతో అందరినీ బాధించగలిగాను.నా సమస్యల గురించి నేను మాట్లాడటం ఎవరూ వినడానికి ఇష్టపడరు, కానీ నా తల రోజురోజుకు మరింత నిండిపోతోంది.నేను కౌన్సెలింగ్‌ని కలిగి ఉన్నాను, కానీ అది ఎక్కువగా చేస్తుందని నాకు ఖచ్చితంగా తెలియదు.నాకు మాట్లాడటానికి నిజంగా ఎవరైనా కావాలి.ఈ రోజు GPతో మాట్లాడాను, వారు నా టాబ్లెట్‌లను మళ్లీ పెంచుతున్నారు.ఆ మార్పు ఏమిటో లేదా జరిగిందో నాకు తెలియదు.ప్రస్తుతం నేను నిజమైన ప్రదేశంలో ఉన్నానని నాకు తెలుసు",anxiety,-0.95,10
23,ఇంట్లో శుభ్రం చేసాను.,normal,0.55,3
793,"నాకు లింఫోమా ఉందని నమ్మకం ఉంది కాబట్టి నాకు ఇప్పుడే 20 ఏళ్లు వచ్చాయి మరియు నాకు లింఫోమా ఉందని నేను పూర్తిగా ఒప్పించాను.దాదాపు రెండు నెలల క్రితం నా మెడకు ఎడమవైపు శోషరస గ్రంథి పెద్దదై ఉండడాన్ని గమనించాను.సరే, అది ఇంకా ఉంది.ఇది బాధించదు (నేను చదివింది బాధాకరమైన వాటి కంటే చాలా ఆందోళన కలిగిస్తుంది), ఇది రోజంతా పరిమాణంలో హెచ్చుతగ్గులకు లోనవుతుంది, ఇది గట్టిగా రాక్ లేదు కానీ అది నిజంగా మృదువైనది కాదు మరియు నేను దానిని అంతగా తరలించలేను.ఇది లింఫోమా అని నేను నిజంగా ఆందోళన చెందుతున్నాను, నా చేతులు, గజ్జ లేదా కాలర్‌బోన్ కింద నాకు ఎలాంటి వాపు శోషరస కణుపులు లేవు.సాధారణంగా లింఫోమాతో సంబంధం ఉన్న ఇతర లక్షణాలు నాకు లేవు, కానీ చాలా మంది వ్యక్తులు ఎటువంటి లక్షణాలను చూపించరని నాకు తెలుసు కాబట్టి ఇది నిజంగా భరోసా ఇవ్వదు.నాకు హెల్త్ ఇన్సూరెన్స్ లేదు కాబట్టి నా ఇష్టం వచ్చినట్లు డాక్టర్ దగ్గరకు వెళ్లలేను.అయితే, నా మనసును తేలికపరచడానికి నేను రాబోయే రెండు వారాల్లో నా దగ్గర ఉన్న ఈ సరసమైన వైద్యునికి చేరుకోవడానికి ప్రయత్నిస్తున్నాను.నేను దాని గురించి తీవ్ర భయాందోళనలను కలిగి ఉన్నాను, గత రాత్రి నాకు ఒకటి ఉంది మరియు నేను తీవ్రంగా ERకి వెళ్లబోతున్నాను, కానీ నా ప్రియుడు నన్ను తక్కువగా మాట్లాడాడు.ఇది చాలా అలసిపోతుంది.

సవరించు: అలాగే, నాకు ఎటువంటి ఇన్ఫెక్షన్లు లేవు లేదా వాపుకు కారణమయ్యే అనారోగ్యం లేదు",anxiety,-0.96,10
217,ఏదీ సరిగా జరుగడం లేదు.,depression,-0.75,9
135,క్యాలెండర్‌లో తేదీ చెక్ చేశాను.,normal,0.31,4
745,"కొన్ని రోజులు డిఫరెంట్‌గా అనిపిస్తాయి, రెస్ట్‌లెస్‌గా ఉండటం ఎలా ఉంటుందో నాకు తెలియదు",anxiety,0.1,5
230,జీవితం నన్ను అలసటగా మారుస్తోంది.,depression,-0.82,9
234,పాత జ్ఞాపకాలు బాధిస్తున్నాయి.,depression,-0.69,9
20,రోడ్డు మీద జనాలు సాధారణంగా కన్పించారు.,normal,0.02,5
414,చిన్న విషయమే అయినా స్ట్రెస్ పెరుగుతోంది.,stress,-0.6,8
169,గాలి ప్రశాంతంగా ఉంది.,normal,0.46,3
193,ఫ్యాన్ వేగం తగ్గించాను.,normal,0.02,5
368,గుండెలో ఖాళీ పెరుగుతోంది.,depression,-0.58,8
502,"సమయానికి ఏదీ పూర్తవడం లేదు, ఒత్తిడి పెరుగుతోంది.",stress,-0.62,8
351,రోజులు గడుస్తున్నాయి కానీ నేను మాత్రం నిలిచిపోయాను.,depression,-0.57,8
138,నేడు వరుసగా పని చేశాను.,normal,0.64,3
